* &font2(60%){きょくげんのとうぎじょう/そうきょくのめがみ1};極限の闘技場/双極の女神1 [#f904ad91]

#ginclude(Parts/関連,notitle,or,kyokugen)

|~名称	|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|双極の女神1	|99|21|140000|120000|&color(#080){''&calc(120000/99,1);''};|

- [[極限の闘技場>テクニカルダンジョン/極限の闘技場]]
- 「[[聖獣達の楽園>テクニカルダンジョン/聖獣達の楽園]]」のクリアで出現
- 最奥では「ピィ」5種のうちいずれかが登場し、クリアすると必ずドロップする。

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons1550; %%%[[ヒカピィ>モンスター図鑑/1550]]%%%	|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''3821''};|&color(#b00){1};|18|6000000|※確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons1551; %%%[[ヤミピィ>モンスター図鑑/1551]]%%%	|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''3821''};|&color(#b00){1};|18|6000000|※確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|


- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

//** スキル上げ用途

//|~素材|~スキル（最大Lv）|~対象モンスター|
//|&mons000;|○○○ (?)|&mons000;|

** チーム編成例 [#xa962049]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|~参考|
|||RIGHT:|RIGHT:|||c
|v8.0|&mons2011; &mons1373; &mons2075; &mons1672; &mons1743; &mons2011;|25055|0|LF覚醒バステト&br;13Fでオシリス（木ドロップの出現率アップ）を引き、&br;なおかつ17・19Fで効果が消されないことが重要。|#youtube(4ROSffHjn4A)|
|v8.0|&mons1901; &mons1736; &mons1736; &mons1736; &mons2180; &mons1901;|24501|0|LF曲芸士|#youtube(srUX4TPcXd8)|
|v8.0|&mons1954; &mons1738; &mons1670; &mons1875; &mons1650; &mons1954;|23603|0|LF覚醒シヴァ|#youtube(fSb0vH6KaIM)|
|v8.0|&mons2012; &mons1747; &mons1923; &mons2078; &mons2010; &mons2012;|28193|0|LF覚醒ラー|#youtube(No1lXJhnlGk)|
|v8.1|&mons2255; &mons2267; &mons1733; &mons2236; &mons2236; &mons2255;|27664|0|LFネプドラ|#youtube(uLkuuyP-kXc)|
|v8.2|&mons2013; &mons2076; &mons2076; &mons2010; &mons2180; &mons2013;|26971|0|LFアヌビス|@hurixi_pad|
|v8.2|&mons2286; &mons2255; &mons1133; &mons1133; &mons2298; &mons2013;|27976|0|L水着アルビダ（チャレンジモード）&br;クラジュマキナで敵の属性を水にして、水100％耐性で耐える。&br;時間もかかるし潜在覚醒を持ったフレンドが必要。|#youtube(3mfhHb9K6B8)|

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | ||

#include(Parts/チーム編成例の注意,notitle)

* コメント [#geb13d50]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
